vhquang,"That would be nice, however I think it would be great if we can make it more generic by making it work with decorator. At its current form, the `deprecated` method will target the decorating function (ie: outer function) instead of the decorated function (ie: inner function). That's why I have to apply it before any `@classmethod`.   Anyway, let separate that into another PR. If you are OK with the change, let me merge it. And we can do another pass to update this classmethod deprecation."
nekobon,Is `<U` the same as `<U1`?
vhquang,Probably not. I will update it to be more explicit!
flexatone,"The legacy version needs to be converted to Pandas? That seems counter intuitive. (It might be right, I am just not sure.)"
flexatone,"Do we need the default of None for these? If so, the type should be `tp.Optional[sf.Frame]`"
chaburkland,"Yes, it's a bit odd. The finpan process on default is all using static-frame, but the legacy version of fin adjustment expects pandas. I was previously converting sf.Series -> pd.Series, and I need to continue to do this when using legacy fin adjustment code."
chaburkland,Sorry! This branch isn't ready to merge - I was playing around with GitHub PRs earlier. I had gutted a lot of this code and this is a vestige I missed.
chaburkland,"If I remember correctly, I originally tried to convert fin adjustment to static-frame when I did the original finpan refactor, but it was giving me a decent amount of trouble (due to that Panda's bug I showed you late last week), and so I left it alone since it was a bit outside the scope of what I was doing."
flexatone,"Why do this in a loop, here and above? The GEIU sec table is an SF `Frame`; you can do all these selections in one `.loc` call, I think."
flexatone,Why iterate over all `co_ids` in the GEIU? You just need to use `prim_sec_ids` for selection.
flexatone,"But note that what you have selected here are not the PSU constituents, but all securities in the GEIU that have a `pu_primary_security` . Use a `PSUAttrs` object to get just the PSU priumary securities."
flexatone,"`--cached` is `-j`, and not sure we need to report slowest tests, so maybe just `python uroborus/apps/main.py -jbtqfm`"
ForeverWintr,"Apparently I've been supplying the `cached` parameter twice this whole time!  I like to show slow tests in the hope that people will notice if they accidentally make a change that causes a 'fast' test to run slow, so I prefer to leave `-z`."
brandtbucher,"Good suggestion. Perhaps we can just keep it simple, though?  ```suggestion     python kozuchi/apps/airflow_disque_cli.py submit 'uroborus/apps/main.py <tlt-name>' -c <your-branch-name> ```  I'm sure everyone has their own preferences for output format (I certainly do), and the command you provide by default is a bit overwhelming! I had to dig through `pytest --help` for a few minutes just to see what those last three switches were doing."
brandtbucher,"Agreed `-z` is good here (I think it's what `fast_tests_pass` does, too)."
ForeverWintr,"I agree! But that's the best way I've found to get a simple list of passes and fails in the test output. I thought I'd share the best command I've come up with, so that people can start with useful output and customize as needed. "
vhquang,I like this refactor :+1:
vhquang,"Since the mapping file `BICS_NACE_mapping.tsv` is commit to our code base, I think this can be in unit test to assert the quality of the data, to prevent someone commit bad mapping, instead of running this check when we doing build.  It is just my suggestion. I will leave final decision to yours."
vhquang,"I see what you are doing to re-use this function. I think a more descriptive name, ie: `get_field`, can provide more context than `field_nace`. It is just nitpick. Final decision is yours."
vhquang,:+1: 
nekobon,"Good point. I think `get_field` sounds a bit like a callable, so I'll change it to `target_field`."
nekobon,"Adding a unittest sounds good, but I'd like to check here as well. We reuse the same method for section and division, so not having any missing is critical to work correctly (otherwise wrong results returned without raising), so this check is part of the algorithm."
gdevanla,"For now I think it is a good idea to recalculate. Is there any reason you would like to make this assumption? Delta's might change on the same day, and if the end_date is on the same day, we will not capture that change, correct?"
gdevanla,"just so that we scope 'ids' within these operations, should we consider naming these `delta_history_start_date` and `delta_history_end_date`. That way, in the future if we have other buttons, we will not  step over these `ids`."
gdevanla,Did you already check with Jim on the 'ticker' column. Can we ignore that?
gdevanla,"So, if a fund was deleted, than `info_column_labels` will not be set for those funds, correct?  Don't we need to handle it?"
gdevanla,These tests are nice. Thanks for adding them.
ForeverWintr,"Yes, good point. I'll just re-calculate. "
ForeverWintr,"Sure! I meant to check what the scope of these was, and forgot to check. I'll change them. "
ForeverWintr,I didn't. I'll ask in today's meeting. 
ForeverWintr,I'll ask this in today's meeting. I think it's probably best just to use the index of the latest model. 
ForeverWintr,:smile: 
gdevanla,I don't remember how this works. Do we not need this decorator anymore?
gdevanla,"I don't see it used anywhere? Is this some old code you were trying? Plus, this might break, if the df passed is a `MultiIndex`. "
gdevanla,"Curious, is this to avoid fund no showing up more than once? Should we consolidate and make values unique before the formatter is called?"
gdevanla,Curious. Why is this needed. Was it `true` by default?
gdevanla,I don't think we have to do this move here. Do we need this check and drop the funds. I am thinking we can leave the funds we find in the latest list till they are removed physically.
gdevanla,Um..why do we remove funds if there were no deltas?  Shouldn't the final list be all the funds for given AAF/A4F etc?
gdevanla,"Do we plan to use this elsewhere?  This might not work, since we don't have `run_id` for these runs.  Also, I do not see this function called from anywhere."
ForeverWintr,"That was something I added, because I thought we should have a generic error handler, on top of the `BadRequest` handler you have above. However, I later observed it catching errors internal to flask, which I don't think we want. I'll remove it. "
ForeverWintr,This seems to work fine with multiindexes (friendly pandas!). And it doesn't cause any test failures. This is how I facilitate adding another empty column to account for the fact that tickers can't be displayed in the type and category tables. It's used in `DeltaApprovalReport.create_reports` to signify that you want an empty column.  
ForeverWintr,"I meant to talk to you about this. I added this because the old version would return the same label multiple times if the labels weren't sorted. For example, if the funds were ordered so that the types were `Fixed Income, Fixed Income, Credit, Fixed Income`, the `section_sort_order` would be `['Fixed Income', 'Credit', 'Fixed Income']`.   I discovered that while dealing with the report containing old funds, and once I stopped including the old funds, I no longer had type/categories that weren't grouped. I think the change might be nice to keep though. What do you think?   "
gdevanla,I am confused. Aren't we overwriting the `df` in line 657. I am probably overlooking something silly.
ForeverWintr,"This disables csrf for the unit tests, and yes it's enabled by default. As I recall, the mechanism I'm using to 'login' the flask test client in the new tests I added doesn't work without this. "
ForeverWintr,"This was the result of our discussion about old funds with different Type and Category labels showing up in the output. Without this, the output contains funds that have types like `'6. equities'`."
ForeverWintr,"This is another result of our discussion on slack. The final result is all funds with deltas, or which have target wt in the latest model."
ForeverWintr,Nope! That's a remnant of an earlier version! Thanks for catching it.
gdevanla,Um. We can chat about this in person. I still feel this condition by drop valid funds.
gdevanla,Let's chat about this condition along with the other location where you have the similar check.
gdevanla,"I see. Makes sense. That's a good change, then."
gdevanla,"Ok Sounds good. But, without that, do all functionality in the UI work. I remember it used to fail while work on PARC in the past."
ForeverWintr,"Yes we are, but we overwrite it with columns specified in `column_mapping`. if `PLACEHOLDER_COLUMN_SENTINEL` is in the column mapping, it'll be selected. Otherwise it'll be dropped. "
ForeverWintr,"Can you give an example of a fund you think might be dropped here that should not be? To me, it doesn't seem useful to show funds that don't have deltas or target weight. "
ForeverWintr,Or we can discuss in person. 
gdevanla,"Oh, I see. It was not clear without that context.  Do you think add   ```  if cls.PLACEHOLDER_COLUMN_SETTLE in column_mapping:          df[cls.PLACEHOLDER_COLUMN_SENTINEL] = np.nan ```  would help?  I am okay with leaving as is, but it was not clear why the caller would create this column and not set a value.  I leave it to you."
ForeverWintr,"Hmm. All the functionality that I've tried has worked! I think disabling CSRF protection makes the site less secure, but I assumed that was ok as this is the testing app. However, I'm not sure what else the testing app is used for."
vhquang,Thanks for improving this test! :+1: 
vhquang,"Originally I was thinking try with `get_changeset_from_ref` first, since changeset is more specific. But I see why you do that after `get_remote_branch`. Because otherwise `get_changeset_from_ref` would match with local branch, which we don't want.  This looks good to me, and I am OK with merging. Alternatively, I was thinking about implementing `is_changeset_hash`/`is_branchname` in VCSUtil so that you don't have to do this try-catch here. Let me know your thought."
brandtbucher,"I'm going to go ahead with merging this since I want to bring uroborus back up. I think this case is a bit unique, but if there are other places that could use it and you decided to create those utilities, this would probably be a good refactoring candidate!"
nekobon,Please feel free to add this in the base Vigeo data reader.
nekobon,Maybe this is not necessary if you put get_carbon_intensity in the base class.
nekobon,"I don't think we want to call `get_df` if it returns sf.Frame, not pd.DataFrame."
nekobon,"We want to use the GEU date, not trade date to construct co_sec_map. "
vhquang,"There are couple thought I had when considering this class vs base Vigeo class: - There are couple methods that are specific to this product: `greenhouse_gas` with penalty, `baseline_exclusion` (to be implement). I would prefer to keep the base class in papyri generic for multi-use purpose, while having this class be product specific. - Having this specific class also helps for exposing only the columns that we use for this product, versus the large amount of columns that we expose in base class. - Base class is still using DataFrame. Having this class allows me to wrap around and iterate developing with StaticFrame while not interfere with the base class. After we done iterating and happy with the result, we can decide if we want to update base class to work with StaticFrame, and if the methods are generic enough to be in base class.  A relevant point, I don't know if we want the boolean conversion of ""Yes/No"" to be in the base class? I don't see we do that for other AlphaType columns, so I didn't do it in the base class, to keep it consistent with other columns."
vhquang,"I am looking at the build posted on PARC: http://parc01-prd-i:8000/build/download/rmc-2020_MARCH-20200427161707-bid6597b I don't see we use geu_date in spec. Is that specified somewhere else, or should I calculate it base on `trade_date`?"
nekobon,You can get it from `spec.geu`. `process_pre_carve` in FFReductionPlugin has an example: ```geu_date=util.extract_date_str(spec.geu)```
ForeverWintr,I made a similar change on my recent branch (#120). I'll merge this branch into mine and deal with the conflict. 
nekobon,"Sounds good, we can keep it for now and revisit if we want to refactor."
flexatone,doesn't this duplicate what is done in lines 229-230?
gdevanla,Should this also be price_id_field?
gdevanla,"Not important, but consider moving the two assignment into else. Since, there is where it is used."
gdevanla,Just making sure the extra 'a' is intentional here.
johnjhawk,it certainly does duplicate it.  I'll remove.  thanks
johnjhawk,"good point, it is not!"
johnjhawk,"good thought, but the price_id is used outside of the else so I grouped them together"
nekobon,"We usually use '_' to combine two string fields, so I changed it here too."
nekobon,"Our ""universe"" (== Dev Large + Mid) is defined by `field_region_size`. I removed `field_rafi_u` that shouldn't be used."
vhquang,"I think we probably would want to have the number of iteration in the spec, to make it more explicit, even it seems redundant as the QC team can see how many iterations we did.  We can do that later, or discuss that after the build is done, I think."
nekobon,"That is a great point. It is important to make it transparent, however, for a constant that is expected to never change, we usually hard code and not put in spec. Especially because it is only used by this methodology and this carveout. It is not really a ""parameter"" but it's part of the methodology algorithm.  It would help QC to output how many times it went to loop, and whether or not it converged in the summary file. Let's discuss it after dual coding progresses more."
vhquang,"Should we bring this up to Joseph? My understanding is that CI near 0.0 would mean they produce low carbon, and we are interested in them (ignore their enterprise value for now). Maybe we want to change them to 0.0000001 to keep them calculated.  On another hand, 0.0 CI (ie: no carbon produced) may sound like data error. "
nekobon,"Yes, Please tell Joseph about that with some example companies data. Thanks!"
johnjhawk,I like the module level salt addition.
johnjhawk,"may want to add a comment on line 643 like: ""# companies that violate carbon threshold"""
johnjhawk,are you sure there are no -1 coming from the database
johnjhawk,"after talking to Quang, it's nan from the db!  fyi - Quang is working with data team to define a non nan key"
vhquang,"Good point, I can add comment to help clear things up."
flexatone,"I can see that this works, but I was thinking we would move lines 127 to 130 into the `if active` block, rather than add it and then remove it. Would that work?"
ForeverWintr,"I tried that first, but note that we use `id_to_other[id_key]` on line 132 to determine if the field is active! I suspect this is why the entry was left in `id_to_other` in the first place. "
ForeverWintr,"Actually, It might be nicer to store the result of line 128's dict comprehension in a temporary variable, and only insert it into `id_to_other` within 133's if statement. That occurred to me while lying in bed last night for some reason. "
chaburkland,Adding a comment here to see if my name shows up under the reviewers for this.
flexatone,That sounds like a nice approach!
ForeverWintr,"I've made the change, and the product tests pass. I still want to wait for an agent q run before merging. "
gdevanla,"If you want to preserve this database from enviro clean, you could consider using .local/share folder. But, may be you don't care if you loose old data?"
gdevanla,Is this threshold sufficient :smile: 
brandtbucher,"Yeah, this functions only as a short-term store in practice."
johnjhawk,why are my clicq changes part of this review?  Am I seeing merged changes?
flexatone,I merged from default; but I do not understand why they are here!
johnjhawk,"I get tripped up when I see ""anb"". I have to tell my brain that there is no such thing as a China ""anb"" security. I slightly prefer  ""a_and_b"". "
flexatone,"its not ""a_and_b""! it is A north bound! I have to use it in so many places, it was hard to come up with something that was not too long. "
johnjhawk,How coupled are these three parameters? Will we ever want to use inclusion_factor_* while china_anb_eligible_active is False?
johnjhawk,"ha! wow, well I guess ""anb"" works then!  I should have know that you wouldn't have said ""a 'n b""."
flexatone,"Turning on `china_anb_eligilble_active`, even when inclusion factors are 0, does change how the GEIU processes Chinese securities. The reverse is not true: if `china_anb_eligible_active` is False, the value of inclusion factors is irrelevant."
brandtbucher,This should be removed before merging.  ```suggestion ```
brandtbucher,```suggestion DO_NOT_MERGE = None ```
nekobon,"Does ""additional"" here mean there are some derived fields already in the given `frame` and you're adding more? I wonder if we can name it a bit more specific."
nekobon,This number is so big! :laughing:
chaburkland,That's a good point. It probably should just be `add_derived_fields`.
vhquang,"I just want to to point out that in this change, I apply the counting company for each region_sector only in the Carbon universe. Previously we have that region&sector for all companies.  The effect it has is that we now use max CI of company in universe's region_sector as penalty for missing CI. It sounds like what we would want, reading from the techdoc. I will confirm it with Joseph."
chaburkland,I'm wondering if it would be good to either typehint this or rename this variable. I'm wondering if `series` would be preferable to `sr`
vhquang,Agreed! I see no harm in having more meaningful variable.
nekobon,It looks like the previous version (without pandas) was more conventional and easier to read. Did you change to pandas because they were too slow?
nekobon,"Can we rename this ""field"" to more specific? Maybe this is ""new_field"" to be added?"
nekobon,"We usually call ""small"" when the company is small (its rafi size == small). I wonder if you can put this in the MZ calculation Factor."
nekobon,I'm confused what this is trying to do. Maybe we can meet on zoom for more discussion.
vhquang,"~It is just an exercise to force me to learn more about static_frame. I thought sf.Series is safer to use than pd.Series.~ I didn't read the code you quote carefully, it is just for me to avoid add column into the table then read it back into Series. I don't notice any speed difference when doing build (I haven't benchmark the difference yet).   If you prefer to have conventional implementation, to keep thing consistent, it is a valid request for me, and I happy to switch back to the conventional `add_column_from_function` way."
vhquang,"I thought about having it in the MZ factor, but 2 thought come up: - I don't right away know how to do that filtering with function pipe. I usually have hurdle with function_pipe. - If I do it in MZ factor, I may not output the intermediate values (mz with NaN and mz filled with zero), which may be more explicit and more helpful for QC."
vhquang,"That is one of the thing I brought up in the `static_frame` channel, about how to filter numeric value in the series with None/NaN. The None/NaN value will cause comparison to fail: ``` ipdb> f = sf.Frame.from_dict({'a': [1, 2, 3, None], 'b': [None, None, None, None]})                                                                   ipdb> f                                                                                                                                               <Frame> <Index> a        b        <<U1> <Index> 0       1        None 1       2        None 2       3        None 3       None     None <int64> <object> <object> ipdb> f['a'] < 3 *** TypeError: '<' not supported between instances of 'NoneType' and 'int' ``` So, the code is just a hacky way to fill the NaN with a numeric value that will be false for the filter."
nekobon,"You can write intermediate columns within Factors, too. Let's discuss on zoom."
gdevanla,You have an ipdb here!
gdevanla,I think  we need a `return` here.
gdevanla,Should we move the `imports` to the top now?
gdevanla,Looks like we don't need this variable any more.
gdevanla,Do we need any asserts here?
gdevanla,Do we need any asserts here?
chaburkland,"Out of curiosity, what is the reason for making this a frozenset?"
flexatone,"It could be a tuple as it has only two elements, but if it is a set that does not need to be mutated I always try to favor a `frozenset`."
flexatone,"Yes, that is a good idea. The gen-spec might have some side-effects, but it should be fine to move it up."
flexatone,"sorry, I had not pushed my last changes; this fixed now!"
flexatone,also outdated; this is fixed!
flexatone,good catch!
flexatone,"yes! again, this was in the not-yet-pushed code."
flexatone,"yes! again, this was in the not-yet-pushed code."
nekobon,Would `Series.from_overlay` replace this function?
nekobon,I thought sf.Frame.mean does this already by default. Is it different?
nekobon,nice test coverage!
chaburkland,Yes - this is an artifact from creating this method before `.from_overlay` was released. I'll remove this.
chaburkland,"Hmm, let me check."
chaburkland,:)
chaburkland,Haha! It is the exact same. I'm wondering why I did it this way.... (I'll replace this method with `sf.Frame.mean`)
nekobon,"It is a very minor point, how about to add underscore in these names, like `ceiling_1`? "
chaburkland,Done.
flexatone,"we probably do not need this `print`, right?"
ForeverWintr,Why the nested tuple here?
ForeverWintr,"I think this type hint should be `tp.Dict[int, UserDeltaInput]`"
ForeverWintr,I think we prefer to use `loc` when selecting rows like this. 
gdevanla,Good point. I should flatten that.
brandtbucher,"If we want to make this a `cached_property`, then we can ditch the `self._meta_data = None` line in the init method above too.  ```suggestion     @functools.cached_property     def meta_data(self):         '''         Metadata here is a property, so that we can keep this loading lazy. Only few apps(kozuchi)  needs this meta_data while using SQL Alchemy expression language. This operations typically seems to take 10-15 seconds and we don't expect this to be refreshed unless we are getting a new connection (or by way of restarting the process.)         '''         return MetaData(self.engine, reflect=True) ```"
gdevanla,Cool. I like it. Will make the change. Did not know that existed.
brandtbucher,New in 3.8!
gdevanla,That shows I need to read up on 3.8! Thanks!
nekobon,:+1:
nekobon,"This looked strange first, but I see you use it as a column name. Maybe change to `FIELD_NAN_MEASURE`?"
nekobon,Please change the strings to symbolic constants.
nekobon,Also at the creation of these columns.
ForeverWintr,"I just thought of an edge case: if static's `download` is called with `force_fetch=True` and `fp` is a directory I think we'd hit this `pass` without a race condition. In practice I don't think we ever actually do this (because we zip directories).   I think we could explicitly remove the file in `download` if `force_fetch` is `True`, to address this. "
ForeverWintr,"Looking at this now, `temp_target` should never be a directory (I don't think you can create a directory with `open`). Maybe we don't need the try except here?"
ForeverWintr,"My bad, `fp` *can* be a directory, as its the result of unzipping, so I think we do need to handle this case. Explicitly trying to delete in `download` is probably sufficient. "
brandtbucher,Good eye. I'll remove it.
brandtbucher,"Yep, nice catch. Fixed here."
ForeverWintr,Unfortunately I see another race condition between this and the `exists` check above. The best solution I can think of is just to catch `FileNotFoundError`. 
brandtbucher,"Just one more fix I added here: we were previously catching *way* too many types of errors here (see the `TODO` above). One effect this had was downloading the whole zip file without unzipping if e.g. a timeout occurred (perhaps due to 8-12 processes all hitting static at once...). I actually saw this happen on some trials on my machine today, where a `.zip` file was being downloaded where we expected a normal file or directory to be... just a consequence of this function's ""nice"" interface.  I've verified that this doesn't happen anymore."
ForeverWintr,"Wow, great catch!   Can we go even further, and only try the second download if the error code is `404`? I assume that's the only case we actually intend to handle here. "
brandtbucher,"Yep, good idea. Done."
flexatone,"If `count` is 0, do we get the current quarter? If `count` is -1, do we get the next quarter? Perhaps a more general interface would be: ```python get_quarter_end(d: datetime.date, quarter_shift: int = 0) ``` where quarter shift can be positive or negative, and `-1` returns the previous quarter (rather than `1`). I also wonder if we should return a year-mo tuple rather than a date, and let the user decide if they want to convert that to last calendar date or last business date (with or without holidays)."
flexatone,"This is a fine start, but these will need to change if we change the interface. Also, it is easier to create the date object with integers rather than going through strings: `datetime.date(2019, 12, 31)`"
flexatone,"is it better to model `quarter_num` as integers 0 to 3 here, rather than 1 to 4?"
AlanMLin,"I like the idea to make the function more general. I will rename the function to get_quarter_end(), and 0 gets the current quarter end, -1 gets the previous quarter end, 1 get the next quarter end."
AlanMLin,"I now use date.date(), a lot simpler.           date_in = datetime.date(2020, 3, 18)          # get current quarter end                  date_out = get_quarter_end(date_in, 0)         self.assertEqual(date_out, datetime.date(2020, 3, 31))"
AlanMLin,"I am a little hesitant here. quarter # 1-4 is easier to understand. Do we use 0 for Jan, and 11 for Dec when we refer number of month? Or just 1-12 ? I would like to keep it 1-4. but we can discuss."
flexatone,"I do not have a strong view on this. You are right that we always refer to January as 1, but here, this is an internal number only used for this calculation and not exposed to external clients, so using 0 seems plausible, particularly because you to add and then remove it. But I can accept it is easier to debug or reason about as values 1-4!"
flexatone,You might be able to avoid calling `.date()` on line 1157 if you use `datetime.date` instead of `datetime.datetime` on lines 1153 and 1155.
flexatone,"I think these tests can go in the existing module `test_date_util.py`.  Also: I think you want to test a few other `date_in` values, such as those that get to a year wrap right away, such as 2020-12-15, for example."
AlanMLin,I made the change as you suggested.
AlanMLin,I moved the tests to public/test_date_util.py and added a few more tests around year end
flexatone,"I am not sure you pushed yet, but just to be clear: you want to return a `datetime.date` object, not a `datetime.datetime`; if you use `datetime.date` on lines 1153 and 1155, you will get a `datetime.date` automatically."
gdevanla,stray comment?
gdevanla,Why do we construct this here and pass it around? Looks like we could derived this from `sedol_to_co_id` in the called function as needed. 
flexatone,"fixed, thanks."
flexatone,"That is True, but I figured it was better to be explicit as the `sedol_to_co_id` mapping is 1 to 1, but the `co_id_to_sedol` mapping may be 1 to many. I had not realized that we were relying on PD's support for this in this implementation; I do not want to rely on that, so by having two arguments we provide a pathway for replacing the `pd.Series` with non-unique index with something else in the future."
vhquang,"There may be more background of this, that I don't understand. From the diff and the comment, it looks like previously we expect other security lines of same company to be zero. Did the data change, or our expectation change?"
vhquang,"So if I understand this change correctly, we now apply different max_cap per security (SEDOL), ~but still use the same min_cap (L897)~ (edit: misread it with `trap_door`). I imagine this will bring lot of change to our `hlw`. It would be helpful (for me) to get more context of why we decide to have such change."
flexatone,"We permitted multiple security lines per co, but were not handling them correctly in some situations; this change handles them correctly in all cases. Our expectations have changed as we now are expecting multiple security lines per company during this ""security migration"" phase a few products are in right now."
flexatone,"Not exactly: we are transforming a a company-level constraint to a security level constraint. If we say the company-level max weight is .5, and we have two security lines, the max weight of each security lines could .25 and .25 and thus not violate the company-level constraint; this example assumes an equal distribution, but in practice we use the observed ratio of weight between the security lines to do the distribution."
gdevanla,"We need this. This value is used to restrict number of workers that can run an AgentQ test at any point in time. Currently, we have this set to 5."
flexatone,"Should we remove `/tmp/falcon-sensor_5.34.0-9917_amd64.deb` after we install, such that we leave `/tmp` clean? It is not a major concern as it is small, but probably a good practice."
brandtbucher,"That makes sense. I originally left it so that repeated runs on the same machines don't keep downloading and deleting the same file. But as you point out, it's small enough that that's not really an issue."
johnjhawk,"Hi John, Use series.from_overlay("
johnjhawk,this needs to go to include doc thing
johnjhawk,comment about rapcinput
johnjhawk,"good idea, done"
johnjhawk,Good catch. Done.
vhquang,"I think this method is too specialized for `PlatformResource`. I saw we have `GitHubIS` inherited from it, which I think this method is better suite.  Along that line, I see: https://github.com/ResearchAffiliates/invsys/pull/215/files#diff-028fb17787b630452f8d18833684d345R279 I am not familiar with docbot, but it seems to me we only expect a repo-type resources (`Mercurial`, `GithubIS`), and not all type of `PlatformResource`. If that is correct, maybe it is better that we just have it type-hint to `GithubIS` instead of `PlatformResource`. "
brandtbucher,"Hm, it's tricky because StaticFrame's docs also use this, and it's in inventory as `GitHubStaticFrame`. I agree that `PlatformResource` is probably the wrong place for this, though. I think I'll just hardcode the f-string in the `_clone` method, which makes this much simpler."
vhquang,It is little ambiguous to me what this class does. Is it only used for staging data?
vhquang,"Github doesn't let me quote on the line I want to quote, so I just quote this diff. Deleting and inserting row inside a loop is quite bad in term of database performance. I think we can do that better by collecting the row we want to delete and insert, and execute them in batch outside of this loop."
vhquang,"I see in couple places that we reference to table in `meta_data`. I would think it is better to define a class that reference to those tables, so we can have benefit of static typing/typehint. Are those tables well-defined, or still sketchy?"
gdevanla,"Good point. But, we are not taking about too many rows at any point. May be less than 100. So, I am avoiding the complexity of batch operation."
gdevanla,"Good point. These are table names which are very stable and will not change. It is equivalent to using them in a SQL statement. Therefore, not sure adding a class would be a good approach."
nekobon,Maybe it would be a bit cleaner to convert `as_of_date` before sending it to `super().__init__`.
ForeverWintr,"I think it's good to get in the habit of doing `os.makedirs(base_dir, exist_ok=True)`, to prevent race conditions. "
chaburkland,That's a lot better. I'll do that.
chaburkland,Thanks Tom. Will do
vhquang,"I know it is conventional, but is there a clearer acronym that the industry used for bps?"
vhquang,"Are these tests intended for this change, or leaked from other changes? By quick search, I don't see them use `bps`?"
chaburkland,Are you wanting `bps(12.44)` to be valid? I typically only hear people talk about basic points in strict integers.
nekobon,"Yes, `bps(12.44)` should be valid. We can have non-integer bps, like 0.2 bps (min weight of multi products)."
vhquang,"Would it be better to call it `bips`, or `basic_points`? https://www.investopedia.com/ask/answers/what-basis-point-bps/"
vhquang,"For a person not familiar with financial terms like me, it feels better to state the definition of `bps`, rather than how it can be used. The usage is already clear with the included example."
nekobon,"How about to call it `basis_points`? But again it is to convert ""from"" basis_points, so it still feels a bit strange."
nekobon,"In order to add `test_bps` as not a free-floating function, I wanted to put these tests into a class. "
nekobon,Perhaps `basis_points` or `from_basis_points` could help better. But `from_basis_points` somehow sounds too long for me!
